backend,selected_kernel,work_group_size,cl_compiler_options,matrix_dimensions,elapsed_s
   clBlas, 2,16,-cl-std=CL1.2,4096,0.12254
myGEMM.cu, 2,16,-cl-std=CL1.2,4096,0.25383
myGEMM.cl, 2,16,-cl-std=CL1.2,4096,0.26306
   cuBLAS, 2,32,-cl-std=CL1.2,1024,0.00089
   clBlas, 2,32,-cl-std=CL1.2,1024,0.00769
myGEMM.cu, 2,32,-cl-std=CL1.2,1024,0.00581
myGEMM.cl, 2,32,-cl-std=CL1.2,1024,0.00570
   cuBLAS, 2,32,-cl-std=CL1.2,2048,0.00534
   clBlas, 2,32,-cl-std=CL1.2,2048,0.02033
myGEMM.cu, 2,32,-cl-std=CL1.2,2048,0.04448
myGEMM.cl, 2,32,-cl-std=CL1.2,2048,0.04194
   cuBLAS, 2,32,-cl-std=CL1.2,4096,0.03571
   clBlas, 2,32,-cl-std=CL1.2,4096,0.14703
myGEMM.cu, 2,32,-cl-std=CL1.2,4096,0.24910
myGEMM.cl, 2,32,-cl-std=CL1.2,4096,0.24737

 
   cuBLAS, 1, 4,-cl-std=CL2.0,1024,0.00090
   clBlas, 1, 4,-cl-std=CL2.0,1024,0.00718
myGEMM.cu, 1, 4,-cl-std=CL2.0,1024,0.01729
myGEMM.cl, 1, 4,-cl-std=CL2.0,1024,0.01688
   cuBLAS, 1, 4,-cl-std=CL2.0,2048,0.00535
   clBlas, 1, 4,-cl-std=CL2.0,2048,0.02053
myGEMM.cu, 1, 4,-cl-std=CL2.0,2048,0.14318
myGEMM.cl, 1, 4,-cl-std=CL2.0,2048,0.12021
   cuBLAS, 1, 4,-cl-std=CL2.0,4096,0.02712
   clBlas, 1, 4,-cl-std=CL2.0,4096,0.15318
myGEMM.cu, 1, 4,-cl-std=CL2.0,4096,1.11852
myGEMM.cl, 1, 4,-cl-std=CL2.0,4096,1.07888
   cuBLAS, 1,16,-cl-std=CL2.0,1024,0.00089
   clBlas, 1,16,-cl-std=CL2.0,1024,0.00585
myGEMM.cu, 1,16,-cl-std=CL2.0,1024,0.00684
myGEMM.cl, 1,16,-cl-std=CL2.0,1024,0.00673
   cuBLAS, 1,16,-cl-std=CL2.0,2048,0.00534
   clBlas, 1,16,-cl-std=CL2.0,2048,0.02064
myGEMM.cu, 1,16,-cl-std=CL2.0,2048,0.05211
myGEMM.cl, 1,16,-cl-std=CL2.0,2048,0.05138
   cuBLAS, 1,16,-cl-std=CL2.0,4096,0.03599
   clBlas, 1,16,-cl-std=CL2.0,4096,0.12005
myGEMM.cu, 1,16,-cl-std=CL2.0,4096,0.38254
myGEMM.cl, 1,16,-cl-std=CL2.0,4096,0.38165
   cuBLAS, 1,32,-cl-std=CL2.0,1024,0.00090
   clBlas, 1,32,-cl-std=CL2.0,1024,0.00710
myGEMM.cu, 1,32,-cl-std=CL2.0,1024,0.00739
myGEMM.cl, 1,32,-cl-std=CL2.0,1024,0.00717
   cuBLAS, 1,32,-cl-std=CL2.0,2048,0.00535
   clBlas, 1,32,-cl-std=CL2.0,2048,0.02032
myGEMM.cu, 1,32,-cl-std=CL2.0,2048,0.05608
myGEMM.cl, 1,32,-cl-std=CL2.0,2048,0.05333
   cuBLAS, 1,32,-cl-std=CL2.0,4096,0.03359
   clBlas, 1,32,-cl-std=CL2.0,4096,0.11243
myGEMM.cu, 1,32,-cl-std=CL2.0,4096,0.33489
myGEMM.cl, 1,32,-cl-std=CL2.0,4096,0.33367
   cuBLAS, 2, 4,-cl-std=CL2.0,1024,0.00088
   clBlas, 2, 4,-cl-std=CL2.0,1024,0.00795
myGEMM.cu, 2, 4,-cl-std=CL2.0,1024,0.02818
myGEMM.cl, 2, 4,-cl-std=CL2.0,1024,0.02829
   cuBLAS, 2, 4,-cl-std=CL2.0,2048,0.00536
   clBlas, 2, 4,-cl-std=CL2.0,2048,0.02027
myGEMM.cu, 2, 4,-cl-std=CL2.0,2048,0.21913
myGEMM.cl, 2, 4,-cl-std=CL2.0,2048,0.18863
   cuBLAS, 2, 4,-cl-std=CL2.0,4096,0.02460
   clBlas, 2, 4,-cl-std=CL2.0,4096,0.10967
myGEMM.cu, 2, 4,-cl-std=CL2.0,4096,1.52970
myGEMM.cl, 2, 4,-cl-std=CL2.0,4096,1.53799
   cuBLAS, 2,16,-cl-std=CL2.0,1024,0.00089
   clBlas, 2,16,-cl-std=CL2.0,1024,0.00710
myGEMM.cu, 2,16,-cl-std=CL2.0,1024,0.00529
myGEMM.cl, 2,16,-cl-std=CL2.0,1024,0.00524
   cuBLAS, 2,16,-cl-std=CL2.0,2048,0.00534
   clBlas, 2,16,-cl-std=CL2.0,2048,0.02037
myGEMM.cu, 2,16,-cl-std=CL2.0,2048,0.04038
myGEMM.cl, 2,16,-cl-std=CL2.0,2048,0.04126
   cuBLAS, 2,16,-cl-std=CL2.0,4096,0.04141
   clBlas, 2,16,-cl-std=CL2.0,4096,0.16141
myGEMM.cu, 2,16,-cl-std=CL2.0,4096,0.26291
myGEMM.cl, 2,16,-cl-std=CL2.0,4096,0.26243
   cuBLAS, 2,32,-cl-std=CL2.0,1024,0.00092
   clBlas, 2,32,-cl-std=CL2.0,1024,0.00340
myGEMM.cu, 2,32,-cl-std=CL2.0,1024,0.00567
myGEMM.cl, 2,32,-cl-std=CL2.0,1024,0.00570
   cuBLAS, 2,32,-cl-std=CL2.0,2048,0.00539
   clBlas, 2,32,-cl-std=CL2.0,2048,0.01792
myGEMM.cu, 2,32,-cl-std=CL2.0,2048,0.04441
myGEMM.cl, 2,32,-cl-std=CL2.0,2048,0.02957
   cuBLAS, 2,32,-cl-std=CL2.0,4096,0.02521
   clBlas, 2,32,-cl-std=CL2.0,4096,0.07771
myGEMM.cu, 2,32,-cl-std=CL2.0,4096,0.24651
myGEMM.cl, 2,32,-cl-std=CL2.0,4096,0.24693
   cuBLAS, 1, 4,-cl-std=CL1.2,1024,0.00093
   clBlas, 1, 4,-cl-std=CL1.2,1024,0.00329
myGEMM.cu, 1, 4,-cl-std=CL1.2,1024,0.01718
myGEMM.cl, 1, 4,-cl-std=CL1.2,1024,0.01687
   cuBLAS, 1, 4,-cl-std=CL1.2,2048,0.00538
   clBlas, 1, 4,-cl-std=CL1.2,2048,0.01791
myGEMM.cu, 1, 4,-cl-std=CL1.2,2048,0.13506
myGEMM.cl, 1, 4,-cl-std=CL1.2,2048,0.12724
   cuBLAS, 1, 4,-cl-std=CL1.2,4096,0.02562
   clBlas, 1, 4,-cl-std=CL1.2,4096,0.07741
myGEMM.cu, 1, 4,-cl-std=CL1.2,4096,1.12517
myGEMM.cl, 1, 4,-cl-std=CL1.2,4096,1.08137
   cuBLAS, 1,16,-cl-std=CL1.2,1024,0.00092
   clBlas, 1,16,-cl-std=CL1.2,1024,0.00332
myGEMM.cu, 1,16,-cl-std=CL1.2,1024,0.00672
myGEMM.cl, 1,16,-cl-std=CL1.2,1024,0.00671
   cuBLAS, 1,16,-cl-std=CL1.2,2048,0.00539
   clBlas, 1,16,-cl-std=CL1.2,2048,0.01799
myGEMM.cu, 1,16,-cl-std=CL1.2,2048,0.05243
myGEMM.cl, 1,16,-cl-std=CL1.2,2048,0.05086
   cuBLAS, 1,16,-cl-std=CL1.2,4096,0.02578
   clBlas, 1,16,-cl-std=CL1.2,4096,0.07785
myGEMM.cu, 1,16,-cl-std=CL1.2,4096,0.38694
myGEMM.cl, 1,16,-cl-std=CL1.2,4096,0.38487
   cuBLAS, 1,32,-cl-std=CL1.2,1024,0.00093
   clBlas, 1,32,-cl-std=CL1.2,1024,0.00331
myGEMM.cu, 1,32,-cl-std=CL1.2,1024,0.00728
myGEMM.cl, 1,32,-cl-std=CL1.2,1024,0.00715
   cuBLAS, 1,32,-cl-std=CL1.2,2048,0.00538
   clBlas, 1,32,-cl-std=CL1.2,2048,0.01795
myGEMM.cu, 1,32,-cl-std=CL1.2,2048,0.05654
myGEMM.cl, 1,32,-cl-std=CL1.2,2048,0.03610
   cuBLAS, 1,32,-cl-std=CL1.2,4096,0.02433
   clBlas, 1,32,-cl-std=CL1.2,4096,0.07581
myGEMM.cu, 1,32,-cl-std=CL1.2,4096,0.33576
myGEMM.cl, 1,32,-cl-std=CL1.2,4096,0.33259
   cuBLAS, 2, 4,-cl-std=CL1.2,1024,0.00094
   clBlas, 2, 4,-cl-std=CL1.2,1024,0.00330
myGEMM.cu, 2, 4,-cl-std=CL1.2,1024,0.02798
myGEMM.cl, 2, 4,-cl-std=CL1.2,1024,0.02822
   cuBLAS, 2, 4,-cl-std=CL1.2,2048,0.00538
   clBlas, 2, 4,-cl-std=CL1.2,2048,0.01795
myGEMM.cu, 2, 4,-cl-std=CL1.2,2048,0.19877
myGEMM.cl, 2, 4,-cl-std=CL1.2,2048,0.18776
   cuBLAS, 2, 4,-cl-std=CL1.2,4096,0.02515
   clBlas, 2, 4,-cl-std=CL1.2,4096,0.07761
myGEMM.cu, 2, 4,-cl-std=CL1.2,4096,1.52657
myGEMM.cl, 2, 4,-cl-std=CL1.2,4096,1.53635
   cuBLAS, 2,16,-cl-std=CL1.2,1024,0.00090
   clBlas, 2,16,-cl-std=CL1.2,1024,0.00327
myGEMM.cu, 2,16,-cl-std=CL1.2,1024,0.00515
myGEMM.cl, 2,16,-cl-std=CL1.2,1024,0.00523
   cuBLAS, 2,16,-cl-std=CL1.2,2048,0.00539
   clBlas, 2,16,-cl-std=CL1.2,2048,0.01795
myGEMM.cu, 2,16,-cl-std=CL1.2,2048,0.04036
myGEMM.cl, 2,16,-cl-std=CL1.2,2048,0.04185
   cuBLAS, 2,16,-cl-std=CL1.2,4096,0.02433
   clBlas, 2,16,-cl-std=CL1.2,4096,0.07605
myGEMM.cu, 2,16,-cl-std=CL1.2,4096,0.25318
myGEMM.cl, 2,16,-cl-std=CL1.2,4096,0.26162
   cuBLAS, 2,32,-cl-std=CL1.2,1024,0.00095
   clBlas, 2,32,-cl-std=CL1.2,1024,0.00332
myGEMM.cu, 2,32,-cl-std=CL1.2,1024,0.00567
myGEMM.cl, 2,32,-cl-std=CL1.2,1024,0.00572
   cuBLAS, 2,32,-cl-std=CL1.2,2048,0.00540
   clBlas, 2,32,-cl-std=CL1.2,2048,0.01790
myGEMM.cu, 2,32,-cl-std=CL1.2,2048,0.04445
myGEMM.cl, 2,32,-cl-std=CL1.2,2048,0.04507
   cuBLAS, 2,32,-cl-std=CL1.2,4096,0.02496
   clBlas, 2,32,-cl-std=CL1.2,4096,0.07788
myGEMM.cu, 2,32,-cl-std=CL1.2,4096,0.24501
myGEMM.cl, 2,32,-cl-std=CL1.2,4096,0.24637

 
   cuBLAS, 1, 4,-cl-std=CL2.0,1024,0.00094
   clBlas, 1, 4,-cl-std=CL2.0,1024,0.00336
myGEMM.cu, 1, 4,-cl-std=CL2.0,1024,0.01718
myGEMM.cl, 1, 4,-cl-std=CL2.0,1024,0.01687
   cuBLAS, 1, 4,-cl-std=CL2.0,2048,0.00538
   clBlas, 1, 4,-cl-std=CL2.0,2048,0.01794
myGEMM.cu, 1, 4,-cl-std=CL2.0,2048,0.14323
myGEMM.cl, 1, 4,-cl-std=CL2.0,2048,0.11988
   cuBLAS, 1, 4,-cl-std=CL2.0,4096,0.02531
   clBlas, 1, 4,-cl-std=CL2.0,4096,0.07840
myGEMM.cu, 1, 4,-cl-std=CL2.0,4096,1.13090
myGEMM.cl, 1, 4,-cl-std=CL2.0,4096,1.08811
   cuBLAS, 1,16,-cl-std=CL2.0,1024,0.00093
   clBlas, 1,16,-cl-std=CL2.0,1024,0.00335
myGEMM.cu, 1,16,-cl-std=CL2.0,1024,0.00672
myGEMM.cl, 1,16,-cl-std=CL2.0,1024,0.00671
   cuBLAS, 1,16,-cl-std=CL2.0,2048,0.00538
   clBlas, 1,16,-cl-std=CL2.0,2048,0.01796
myGEMM.cu, 1,16,-cl-std=CL2.0,2048,0.04868
myGEMM.cl, 1,16,-cl-std=CL2.0,2048,0.04899
   cuBLAS, 1,16,-cl-std=CL2.0,4096,0.02508
   clBlas, 1,16,-cl-std=CL2.0,4096,0.07599
myGEMM.cu, 1,16,-cl-std=CL2.0,4096,0.38538
myGEMM.cl, 1,16,-cl-std=CL2.0,4096,0.39253
   cuBLAS, 1,32,-cl-std=CL2.0,1024,0.00092
   clBlas, 1,32,-cl-std=CL2.0,1024,0.00324
myGEMM.cu, 1,32,-cl-std=CL2.0,1024,0.00728
myGEMM.cl, 1,32,-cl-std=CL2.0,1024,0.00715
   cuBLAS, 1,32,-cl-std=CL2.0,2048,0.00538
   clBlas, 1,32,-cl-std=CL2.0,2048,0.01791
myGEMM.cu, 1,32,-cl-std=CL2.0,2048,0.05674
myGEMM.cl, 1,32,-cl-std=CL2.0,2048,0.04318
   cuBLAS, 1,32,-cl-std=CL2.0,4096,0.02674
   clBlas, 1,32,-cl-std=CL2.0,4096,0.07728
myGEMM.cu, 1,32,-cl-std=CL2.0,4096,0.33849
myGEMM.cl, 1,32,-cl-std=CL2.0,4096,0.33539
   cuBLAS, 2, 4,-cl-std=CL2.0,1024,0.00094
   clBlas, 2, 4,-cl-std=CL2.0,1024,0.00328
myGEMM.cu, 2, 4,-cl-std=CL2.0,1024,0.02799
myGEMM.cl, 2, 4,-cl-std=CL2.0,1024,0.02823
   cuBLAS, 2, 4,-cl-std=CL2.0,2048,0.00539
   clBlas, 2, 4,-cl-std=CL2.0,2048,0.01793
myGEMM.cu, 2, 4,-cl-std=CL2.0,2048,0.20871
myGEMM.cl, 2, 4,-cl-std=CL2.0,2048,0.18926
   cuBLAS, 2, 4,-cl-std=CL2.0,4096,0.02519
   clBlas, 2, 4,-cl-std=CL2.0,4096,0.07856
myGEMM.cu, 2, 4,-cl-std=CL2.0,4096,1.54140
myGEMM.cl, 2, 4,-cl-std=CL2.0,4096,1.55167
   cuBLAS, 2,16,-cl-std=CL2.0,1024,0.00094
   clBlas, 2,16,-cl-std=CL2.0,1024,0.00329
myGEMM.cu, 2,16,-cl-std=CL2.0,1024,0.00515
myGEMM.cl, 2,16,-cl-std=CL2.0,1024,0.00523
   cuBLAS, 2,16,-cl-std=CL2.0,2048,0.00539
   clBlas, 2,16,-cl-std=CL2.0,2048,0.01796
myGEMM.cu, 2,16,-cl-std=CL2.0,2048,0.04036
myGEMM.cl, 2,16,-cl-std=CL2.0,2048,0.04185
   cuBLAS, 2,16,-cl-std=CL2.0,4096,0.02926
   clBlas, 2,16,-cl-std=CL2.0,4096,0.07802
myGEMM.cu, 2,16,-cl-std=CL2.0,4096,0.25560
myGEMM.cl, 2,16,-cl-std=CL2.0,4096,0.26487
   cuBLAS, 2,32,-cl-std=CL2.0,1024,0.00094
   clBlas, 2,32,-cl-std=CL2.0,1024,0.00326
myGEMM.cu, 2,32,-cl-std=CL2.0,1024,0.00568
myGEMM.cl, 2,32,-cl-std=CL2.0,1024,0.00569
   cuBLAS, 2,32,-cl-std=CL2.0,2048,0.00538
   clBlas, 2,32,-cl-std=CL2.0,2048,0.01792
myGEMM.cu, 2,32,-cl-std=CL2.0,2048,0.04444
myGEMM.cl, 2,32,-cl-std=CL2.0,2048,0.04524
   cuBLAS, 2,32,-cl-std=CL2.0,4096,0.02505
   clBlas, 2,32,-cl-std=CL2.0,4096,0.07722
myGEMM.cu, 2,32,-cl-std=CL2.0,4096,0.24727
myGEMM.cl, 2,32,-cl-std=CL2.0,4096,0.24737
   cuBLAS, 1, 4,-cl-std=CL1.2,1024,0.00093
   clBlas, 1, 4,-cl-std=CL1.2,1024,0.00335
myGEMM.cu, 1, 4,-cl-std=CL1.2,1024,0.01717
myGEMM.cl, 1, 4,-cl-std=CL1.2,1024,0.01686
   cuBLAS, 1, 4,-cl-std=CL1.2,2048,0.00539
   clBlas, 1, 4,-cl-std=CL1.2,2048,0.01795
myGEMM.cu, 1, 4,-cl-std=CL1.2,2048,0.14460
myGEMM.cl, 1, 4,-cl-std=CL1.2,2048,0.12128
   cuBLAS, 1, 4,-cl-std=CL1.2,4096,0.02524
   clBlas, 1, 4,-cl-std=CL1.2,4096,0.07722
myGEMM.cu, 1, 4,-cl-std=CL1.2,4096,1.13157
myGEMM.cl, 1, 4,-cl-std=CL1.2,4096,1.09448
   cuBLAS, 1,16,-cl-std=CL1.2,1024,0.00094
   clBlas, 1,16,-cl-std=CL1.2,1024,0.00331
myGEMM.cu, 1,16,-cl-std=CL1.2,1024,0.00672
myGEMM.cl, 1,16,-cl-std=CL1.2,1024,0.00671
   cuBLAS, 1,16,-cl-std=CL1.2,2048,0.00539
   clBlas, 1,16,-cl-std=CL1.2,2048,0.01797
myGEMM.cu, 1,16,-cl-std=CL1.2,2048,0.05166
myGEMM.cl, 1,16,-cl-std=CL1.2,2048,0.03543
   cuBLAS, 1,16,-cl-std=CL1.2,4096,0.02704
   clBlas, 1,16,-cl-std=CL1.2,4096,0.07786
myGEMM.cu, 1,16,-cl-std=CL1.2,4096,0.38697
myGEMM.cl, 1,16,-cl-std=CL1.2,4096,0.39971
   cuBLAS, 1,32,-cl-std=CL1.2,1024,0.00092
   clBlas, 1,32,-cl-std=CL1.2,1024,0.00330
myGEMM.cu, 1,32,-cl-std=CL1.2,1024,0.00727
myGEMM.cl, 1,32,-cl-std=CL1.2,1024,0.00715
   cuBLAS, 1,32,-cl-std=CL1.2,2048,0.00538
   clBlas, 1,32,-cl-std=CL1.2,2048,0.01792
myGEMM.cu, 1,32,-cl-std=CL1.2,2048,0.05672
myGEMM.cl, 1,32,-cl-std=CL1.2,2048,0.05174
   cuBLAS, 1,32,-cl-std=CL1.2,4096,0.02577
   clBlas, 1,32,-cl-std=CL1.2,4096,0.07838
myGEMM.cu, 1,32,-cl-std=CL1.2,4096,0.33880
myGEMM.cl, 1,32,-cl-std=CL1.2,4096,0.33678
   cuBLAS, 2, 4,-cl-std=CL1.2,1024,0.00093
   clBlas, 2, 4,-cl-std=CL1.2,1024,0.00332
myGEMM.cu, 2, 4,-cl-std=CL1.2,1024,0.02793
myGEMM.cl, 2, 4,-cl-std=CL1.2,1024,0.02817
   cuBLAS, 2, 4,-cl-std=CL1.2,2048,0.00538
   clBlas, 2, 4,-cl-std=CL1.2,2048,0.01795
myGEMM.cu, 2, 4,-cl-std=CL1.2,2048,0.21041
myGEMM.cl, 2, 4,-cl-std=CL1.2,2048,0.19069
   cuBLAS, 2, 4,-cl-std=CL1.2,4096,0.02576
   clBlas, 2, 4,-cl-std=CL1.2,4096,0.07976
myGEMM.cu, 2, 4,-cl-std=CL1.2,4096,1.54743
myGEMM.cl, 2, 4,-cl-std=CL1.2,4096,1.55710
   cuBLAS, 2,16,-cl-std=CL1.2,1024,0.00093
   clBlas, 2,16,-cl-std=CL1.2,1024,0.00329
myGEMM.cu, 2,16,-cl-std=CL1.2,1024,0.00515
myGEMM.cl, 2,16,-cl-std=CL1.2,1024,0.00523
   cuBLAS, 2,16,-cl-std=CL1.2,2048,0.00538
   clBlas, 2,16,-cl-std=CL1.2,2048,0.01791
myGEMM.cu, 2,16,-cl-std=CL1.2,2048,0.04036
myGEMM.cl, 2,16,-cl-std=CL1.2,2048,0.04185
   cuBLAS, 2,16,-cl-std=CL1.2,4096,0.02778
   clBlas, 2,16,-cl-std=CL1.2,4096,0.07933
myGEMM.cu, 2,16,-cl-std=CL1.2,4096,0.25680
myGEMM.cl, 2,16,-cl-std=CL1.2,4096,0.26532
   cuBLAS, 2,32,-cl-std=CL1.2,1024,0.00093
   clBlas, 2,32,-cl-std=CL1.2,1024,0.00325
myGEMM.cu, 2,32,-cl-std=CL1.2,1024,0.00568
myGEMM.cl, 2,32,-cl-std=CL1.2,1024,0.00566
   cuBLAS, 2,32,-cl-std=CL1.2,2048,0.00538
   clBlas, 2,32,-cl-std=CL1.2,2048,0.01791
myGEMM.cu, 2,32,-cl-std=CL1.2,2048,0.04443
myGEMM.cl, 2,32,-cl-std=CL1.2,2048,0.04507
   cuBLAS, 2,32,-cl-std=CL1.2,4096,0.02466
   clBlas, 2,32,-cl-std=CL1.2,4096,0.07797
myGEMM.cu, 2,32,-cl-std=CL1.2,4096,0.24757
myGEMM.cl, 2,32,-cl-std=CL1.2,4096,0.24797

 
   cuBLAS, 1, 4,-cl-std=CL2.0,1024,0.00093
   clBlas, 1, 4,-cl-std=CL2.0,1024,0.00328
myGEMM.cu, 1, 4,-cl-std=CL2.0,1024,0.01716
myGEMM.cl, 1, 4,-cl-std=CL2.0,1024,0.01687
   cuBLAS, 1, 4,-cl-std=CL2.0,2048,0.00537
   clBlas, 1, 4,-cl-std=CL2.0,2048,0.01798
myGEMM.cu, 1, 4,-cl-std=CL2.0,2048,0.14375
myGEMM.cl, 1, 4,-cl-std=CL2.0,2048,0.12189
   cuBLAS, 1, 4,-cl-std=CL2.0,4096,0.02542
   clBlas, 1, 4,-cl-std=CL2.0,4096,0.07786
myGEMM.cu, 1, 4,-cl-std=CL2.0,4096,1.14700
myGEMM.cl, 1, 4,-cl-std=CL2.0,4096,1.10399
   cuBLAS, 1,16,-cl-std=CL2.0,1024,0.00094
   clBlas, 1,16,-cl-std=CL2.0,1024,0.00331
myGEMM.cu, 1,16,-cl-std=CL2.0,1024,0.00672
myGEMM.cl, 1,16,-cl-std=CL2.0,1024,0.00671
   cuBLAS, 1,16,-cl-std=CL2.0,2048,0.00538
   clBlas, 1,16,-cl-std=CL2.0,2048,0.01795
myGEMM.cu, 1,16,-cl-std=CL2.0,2048,0.05242
myGEMM.cl, 1,16,-cl-std=CL2.0,2048,0.05316
   cuBLAS, 1,16,-cl-std=CL2.0,4096,0.02545
   clBlas, 1,16,-cl-std=CL2.0,4096,0.07771
myGEMM.cu, 1,16,-cl-std=CL2.0,4096,0.38910
myGEMM.cl, 1,16,-cl-std=CL2.0,4096,0.39781
   cuBLAS, 1,32,-cl-std=CL2.0,1024,0.00095
   clBlas, 1,32,-cl-std=CL2.0,1024,0.00332
myGEMM.cu, 1,32,-cl-std=CL2.0,1024,0.00727
myGEMM.cl, 1,32,-cl-std=CL2.0,1024,0.00714
   cuBLAS, 1,32,-cl-std=CL2.0,2048,0.00540
   clBlas, 1,32,-cl-std=CL2.0,2048,0.01807
myGEMM.cu, 1,32,-cl-std=CL2.0,2048,0.05669
myGEMM.cl, 1,32,-cl-std=CL2.0,2048,0.03603
   cuBLAS, 1,32,-cl-std=CL2.0,4096,0.02521
   clBlas, 1,32,-cl-std=CL2.0,4096,0.07830
myGEMM.cu, 1,32,-cl-std=CL2.0,4096,0.34144
myGEMM.cl, 1,32,-cl-std=CL2.0,4096,0.33988
   cuBLAS, 2, 4,-cl-std=CL2.0,1024,0.00093
   clBlas, 2, 4,-cl-std=CL2.0,1024,0.00327
myGEMM.cu, 2, 4,-cl-std=CL2.0,1024,0.02796
myGEMM.cl, 2, 4,-cl-std=CL2.0,1024,0.02819
   cuBLAS, 2, 4,-cl-std=CL2.0,2048,0.00539
   clBlas, 2, 4,-cl-std=CL2.0,2048,0.01792
myGEMM.cu, 2, 4,-cl-std=CL2.0,2048,0.19974
myGEMM.cl, 2, 4,-cl-std=CL2.0,2048,0.19103
   cuBLAS, 2, 4,-cl-std=CL2.0,4096,0.02600
   clBlas, 2, 4,-cl-std=CL2.0,4096,0.07923
myGEMM.cu, 2, 4,-cl-std=CL2.0,4096,1.55150
myGEMM.cl, 2, 4,-cl-std=CL2.0,4096,1.55958
   cuBLAS, 2,16,-cl-std=CL2.0,1024,0.00093
   clBlas, 2,16,-cl-std=CL2.0,1024,0.00328
myGEMM.cu, 2,16,-cl-std=CL2.0,1024,0.00515
myGEMM.cl, 2,16,-cl-std=CL2.0,1024,0.00523
   cuBLAS, 2,16,-cl-std=CL2.0,2048,0.00538
   clBlas, 2,16,-cl-std=CL2.0,2048,0.01792
myGEMM.cu, 2,16,-cl-std=CL2.0,2048,0.04036
myGEMM.cl, 2,16,-cl-std=CL2.0,2048,0.03217
   cuBLAS, 2,16,-cl-std=CL2.0,4096,0.02676
   clBlas, 2,16,-cl-std=CL2.0,4096,0.07987
myGEMM.cu, 2,16,-cl-std=CL2.0,4096,0.25677
myGEMM.cl, 2,16,-cl-std=CL2.0,4096,0.26423
   cuBLAS, 2,32,-cl-std=CL2.0,1024,0.00094
   clBlas, 2,32,-cl-std=CL2.0,1024,0.00330
myGEMM.cu, 2,32,-cl-std=CL2.0,1024,0.00564
myGEMM.cl, 2,32,-cl-std=CL2.0,1024,0.00567
   cuBLAS, 2,32,-cl-std=CL2.0,2048,0.00538
   clBlas, 2,32,-cl-std=CL2.0,2048,0.01806
myGEMM.cu, 2,32,-cl-std=CL2.0,2048,0.04428
myGEMM.cl, 2,32,-cl-std=CL2.0,2048,0.02979
   cuBLAS, 2,32,-cl-std=CL2.0,4096,0.02569
   clBlas, 2,32,-cl-std=CL2.0,4096,0.07948
myGEMM.cu, 2,32,-cl-std=CL2.0,4096,0.24801
myGEMM.cl, 2,32,-cl-std=CL2.0,4096,0.24779
   cuBLAS, 1, 4,-cl-std=CL1.2,1024,0.00094
   clBlas, 1, 4,-cl-std=CL1.2,1024,0.00330
myGEMM.cu, 1, 4,-cl-std=CL1.2,1024,0.01717
myGEMM.cl, 1, 4,-cl-std=CL1.2,1024,0.01687
   cuBLAS, 1, 4,-cl-std=CL1.2,2048,0.00538
   clBlas, 1, 4,-cl-std=CL1.2,2048,0.01796
myGEMM.cu, 1, 4,-cl-std=CL1.2,2048,0.14113
myGEMM.cl, 1, 4,-cl-std=CL1.2,2048,0.12334
   cuBLAS, 1, 4,-cl-std=CL1.2,4096,0.02439
   clBlas, 1, 4,-cl-std=CL1.2,4096,0.07666
myGEMM.cu, 1, 4,-cl-std=CL1.2,4096,1.14776
myGEMM.cl, 1, 4,-cl-std=CL1.2,4096,1.10585
   cuBLAS, 1,16,-cl-std=CL1.2,1024,0.00090
   clBlas, 1,16,-cl-std=CL1.2,1024,0.00333
myGEMM.cu, 1,16,-cl-std=CL1.2,1024,0.00671
myGEMM.cl, 1,16,-cl-std=CL1.2,1024,0.00671
   cuBLAS, 1,16,-cl-std=CL1.2,2048,0.00538
   clBlas, 1,16,-cl-std=CL1.2,2048,0.01797
myGEMM.cu, 1,16,-cl-std=CL1.2,2048,0.05243
myGEMM.cl, 1,16,-cl-std=CL1.2,2048,0.04499
   cuBLAS, 1,16,-cl-std=CL1.2,4096,0.02591
   clBlas, 1,16,-cl-std=CL1.2,4096,0.07893
myGEMM.cu, 1,16,-cl-std=CL1.2,4096,0.39259
myGEMM.cl, 1,16,-cl-std=CL1.2,4096,0.40455
   cuBLAS, 1,32,-cl-std=CL1.2,1024,0.00094
   clBlas, 1,32,-cl-std=CL1.2,1024,0.00328
myGEMM.cu, 1,32,-cl-std=CL1.2,1024,0.00728
myGEMM.cl, 1,32,-cl-std=CL1.2,1024,0.00715
   cuBLAS, 1,32,-cl-std=CL1.2,2048,0.00539
   clBlas, 1,32,-cl-std=CL1.2,2048,0.01796
myGEMM.cu, 1,32,-cl-std=CL1.2,2048,0.04950
myGEMM.cl, 1,32,-cl-std=CL1.2,2048,0.04303
   cuBLAS, 1,32,-cl-std=CL1.2,4096,0.02634
   clBlas, 1,32,-cl-std=CL1.2,4096,0.07845
myGEMM.cu, 1,32,-cl-std=CL1.2,4096,0.34123
myGEMM.cl, 1,32,-cl-std=CL1.2,4096,0.33936
   cuBLAS, 2, 4,-cl-std=CL1.2,1024,0.00093
   clBlas, 2, 4,-cl-std=CL1.2,1024,0.00329
myGEMM.cu, 2, 4,-cl-std=CL1.2,1024,0.02795
myGEMM.cl, 2, 4,-cl-std=CL1.2,1024,0.02818
   cuBLAS, 2, 4,-cl-std=CL1.2,2048,0.00538
   clBlas, 2, 4,-cl-std=CL1.2,2048,0.01789
myGEMM.cu, 2, 4,-cl-std=CL1.2,2048,0.22297
